sha256	size_bytes	path	note
470c3d0307f59f7f6ec1b7bc3406221f0de5d7aa992e3826ca38b41a5d472d26	4253	TTRL/important_experiment_logs/qwen3_b200_transformers_smoke_20260805.log	raw stdout/stderr log omitted from slim git archive
eb32943975b2b8040b6c6065d0f5ea198134a252562b601bc9881db670117023	139224	TTRL/important_experiment_logs/qwen3_b200_vllm_smoke_20260805.log	raw stdout/stderr log omitted from slim git archive
2e6e213b4dbc10fc4d5fc2d5f2dbda4db1f2738f1b3e741755fe9b094c939a70	8416	TTRL/important_experiment_logs/qwen3_b200_vllm_smoke_conservative_tp1_20260805.log	raw stdout/stderr log omitted from slim git archive
2d2eeb6145c62f168facf7f7b577cfc935d5869e45eae3f73873f91397f38005	10438	TTRL/important_experiment_logs/qwen3_b200_vllm_smoke_eager_20260805.log	raw stdout/stderr log omitted from slim git archive
8aa08b6a4701db27de72f15bb18ce217dcf6a554801749a5a504739f7ef42242	8150	TTRL/important_experiment_logs/qwen3_b200_vllm_smoke_inproc_tp1_attn_flashattn_eager_20260805.log	raw stdout/stderr log omitted from slim git archive
f60279cbff4f626f2f59ae7f0fe4f4de08dbdc9c2a22a91807b0e7e2d472ad6b	7758	TTRL/important_experiment_logs/qwen3_b200_vllm_smoke_inproc_tp1_eager_20260805.log	raw stdout/stderr log omitted from slim git archive
9c7d4222e5e3015d3173ccc05af7660d891ab023ee3e7f3b392b28d9e43e00b3	6952	TTRL/important_experiment_logs/qwen3_b200_vllm_smoke_inproc_tp1_fa_eager_20260805.log	raw stdout/stderr log omitted from slim git archive
ace5dc066c29c5482ef16214d254223c7fd70d60baaa6789e839701d81c36f6b	8276	TTRL/important_experiment_logs/qwen3_b200_vllm_smoke_tp1_eager_20260805.log	raw stdout/stderr log omitted from slim git archive
9d8c5c9a4b05d11567838574844ca6549dd409cad153a460abb506ce01a3ac94	18021	TTRL/important_experiment_logs/qwen3_b200_vllm_smoke_tp1_triton_moe_20260805.log	raw stdout/stderr log omitted from slim git archive
d3a0f5967fbd255db0aab1e499f9be6b4e7eabbe2d877a3d139727cf8a2f11db	8370	TTRL/important_experiment_logs/qwen3_b200_vllm_smoke_v0_tp1_eager_20260805.log	raw stdout/stderr log omitted from slim git archive
5b6b475417e3bc5541fb3a9393fe08cce902d3b3dab2789533ea28809edd9c5d	28099972	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_anchor_boxfix20_mid_c128_probe4_b32_r32_v64_20260801.log	raw stdout/stderr log omitted from slim git archive
f6f82185be4b168ba9e38ae3ee955433a720968fe16008e250acaff7135eea9b	153957	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_anchor_boxfix3_mid_c128_probe4_b32_r32_v64_20260801.log	raw stdout/stderr log omitted from slim git archive
d5c3b5d11bf0acaed4d0624319d6d7d78d486a9ede4aecb773b8b9f128235d9c	27281240	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_anchor_guard20_mid_c128_probe4_b32_r32_v64_20260801.log	raw stdout/stderr log omitted from slim git archive
014287493b1cf2c078d5afac2fb0fea1564ede22b1954976c54f226ebe4279a5	151683	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_anchor_guard3_mid_c128_probe4_b32_r32_v64_20260801.log	raw stdout/stderr log omitted from slim git archive
2be9cde4e6efffade72d960145a9f1d5069a935790371298a3531e998506fff1	25280065	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_anchor_standard20_mid_c128_probe4_b32_r32_v64_20260801.log	raw stdout/stderr log omitted from slim git archive
0cbf11ea3b041c9d47ca5028bc690546e885dcc0c1296e4951a69b7c21b5d945	166238	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_anchor_standard3_mid_c128_probe4_b32_r32_v64_20260801.log	raw stdout/stderr log omitted from slim git archive
69982230f567284ac667701057b15a25c9f2566838168bdc58a50732227872d2	136616	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_answer_consensus_mid_c128_probe4_b32_r32_v64_3step_20260801.log	raw stdout/stderr log omitted from slim git archive
fef5d1bb8a4184a35296c66d4b1a21c2f28e8571a29947e31ddb4a46bd350c29	24567635	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_answer_consensus_mid_c128_probe4_b32_r32_v64_minmaj0_20step_20260801.log	raw stdout/stderr log omitted from slim git archive
ee44519535536767fb673a0167a1c45252d25053fbf298dcd77537b05e8e361c	29492101	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_answer_distribution_mid_c128_probe4_b32_r32_v64_20step_20260801.log	raw stdout/stderr log omitted from slim git archive
dee5f16655dc39db0d9482830b3d08fbf6a8978017de6bbc7f1316c8007e9004	146407	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_answer_distribution_mid_c128_probe4_b32_r32_v64_3step_20260801.log	raw stdout/stderr log omitted from slim git archive
d2fe58eca9e2cd903e47702975eecee56de8a37a4f5bdbf409e386f2f136d591	30912454	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_answer_value_gain_mid_c128_probe4_b32_r32_v64_20step_20260801.log	raw stdout/stderr log omitted from slim git archive
6a9f33988de92bdf17850071d9cc983acc16f5ed59a0e839ac8a7f4a095a5f9d	139803	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_answer_value_gain_mid_c128_probe4_b32_r32_v64_3step_20260801.log	raw stdout/stderr log omitted from slim git archive
a1b6d8c54a679baa507d3da6ff84969e594b390e81550fc69d64fbaa653bb99e	152359	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_answer_value_margin_mid_c128_probe4_b32_r32_v64_3step_20260801.log	raw stdout/stderr log omitted from slim git archive
4603c0e116d73d688d59e9a94f97792770da3b79d06e5ac335f290c6a43ec81a	139742	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_answer_value_margin_top2_mid_c128_probe4_b32_r32_v64_3step_20260801.log	raw stdout/stderr log omitted from slim git archive
f442973063a9e0ab2ff738330bcfbbae15e9f74fbc78e70f40996df5ab155e4b	116498	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_answer_value_margin_top2_targetonly_balance1_mid_c128_probe4_b32_r32_v64_20260801.log	raw stdout/stderr log omitted from slim git archive
2052665bef3b6b343c90c4e9be7ff501d01146f37ee526bb68d63b51c81da0c5	47669	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_answer_value_margin_top2_targetonly_balance20_mid_c128_probe4_b32_r32_v64_20260801.log	raw stdout/stderr log omitted from slim git archive
9de14afa30c8191ccbef66d78baed0c8e0fda5d6d30d0be48de1392033205584	27867941	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_answer_value_margin_top2_targetonly_balance20b_mid_c128_probe4_b32_r32_v64_20260801.log	raw stdout/stderr log omitted from slim git archive
1ce65ee78559b66799aa4fce2d8ebd0f389b0c343ebbb9ec874f821a3cf68330	147578	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_answer_value_margin_top2_targetonly_balance3_mid_c128_probe4_b32_r32_v64_20260801.log	raw stdout/stderr log omitted from slim git archive
12f4e0a8c40b7ffa58288ec90863f7c162fa8d11dc13b4e5e8c075a980514544	122392	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_answer_value_margin_top2_targetonly_diag1_mid_c128_probe4_b32_r32_v64_20260801.log	raw stdout/stderr log omitted from slim git archive
aba802103d6fc7188105e18858f96a9deba7b563abef7d961c681135830b1f79	137587	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_answer_value_margin_top2_targetonly_mid_c128_probe4_b32_r32_v64_3step_20260801.log	raw stdout/stderr log omitted from slim git archive
352355dcc3ce667187430d5d0cb6d43884c7f96c854ce118374a4b4e1c83cb32	188144	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_fullsupport_prior_softkeep_mid_c128_probe1536x4_b32_r32_v64_3step_20260802.log	raw stdout/stderr log omitted from slim git archive
815c3334e1ca17757ee80415fd06c12bda4b23962ceb2d221cacd0aad301baa4	173400	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_fullsupport_prior_softkeep_prompt020_cov040_productweight_nosrcgate_mid_c128_probe1536x4_b32_r32_v64_3step_20260802.log	raw stdout/stderr log omitted from slim git archive
33f7eefef137250e08449a3c534e67d4e00350757cc0d74be6393620bb7d81c8	168678	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_fullsupport_prior_softkeep_prompt020_productweight_nosrcgate_mid_c128_probe1536x4_b32_r32_v64_3step_20260802.log	raw stdout/stderr log omitted from slim git archive
227dba897ce6fcd547d192d15407a79cc9cb9dc460b36a7ec17a4a57267c7cc7	201941	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_fullsupport_prior_softkeep_prompt020_stagedtop2x4_2048_productweight_nosrcgate_mid_c128_probe1536x4_b32_r32_v64_3step_20260802.log	raw stdout/stderr log omitted from slim git archive
39b8294f8ba306bf439d223db15851abfcd52ad142db08703c9e0f27e2a35286	176413	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_fullsupport_prior_softkeep_relaxedsrc025_mid_c128_probe1536x4_b32_r32_v64_3step_20260802.log	raw stdout/stderr log omitted from slim git archive
a8a8e4564551f516f78c0c7a13be35cca8752809854827db718d935040783dc9	150686	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_fullsupport_prior_softkeep_sourcepromptweight_nogates_mid_c128_probe1536x4_b32_r32_v64_3step_20260802.log	raw stdout/stderr log omitted from slim git archive
876f43984931bf19ec0398a7a247fb6d8c0232a1cc7ebf35083be8c577905e6c	85522	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_fullsupport_prior_softkeep_sourceweight_nosrcgate_mid_c128_probe1536x4_b32_r32_v64_3step_20260802.log	raw stdout/stderr log omitted from slim git archive
f9d3680e54b89e8eb51235bb7ea33b8fafd6c675246d5a1370aa677ac476a1ae	176323	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_fullsupport_prior_softprefix_highsupport_midlate_c128_probe1536x4_b32_r32_v64_3step_20260802.log	raw stdout/stderr log omitted from slim git archive
6db5f0b9beac7c519b70077248aaf1af6b1417840f43701b12cf8207ea692f18	63586	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_fullsupport_prior_softprefix_prompt020_productweight_nosrcgate_mid_c128_probe1536x4_b32_r32_v64_3step_20260802.log	raw stdout/stderr log omitted from slim git archive
748ad38c012ef4251ab4a4a0c76b68cda389b64cf26aef5a54a163a6fd5be78b	164056	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_gain_candfilter_src3_mid_c128_probe4_b32_r32_v64_20260801.log	raw stdout/stderr log omitted from slim git archive
3acf352ff59f9d0f48feac7cdfc7011a0271a89ad426ee6bca568ed90078e2e5	167327	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_gain_n64_hardfilter_clip4_mid_c128_probe4_2step_20260801.log	raw stdout/stderr log omitted from slim git archive
98dc73840ebedceb256fe7aef9ce1933ac29143b22b6c15d8dadda3de5efe00b	158926	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_gain_sourcegate_src3_mid_c128_probe4_b32_r32_v64_20260801.log	raw stdout/stderr log omitted from slim git archive
26ba09138d57221be52648403d0d87da1c102bc3096b7362a443c50cb9aa2844	160105	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_gain_src3_mid_c128_probe4_b32_r32_v64_20260801.log	raw stdout/stderr log omitted from slim git archive
791ac32796736d3beb6e248bc5cc054d2c33667aab7f54090981b483c11316da	160500	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_gain_stategate_src3_mid_c128_probe4_b32_r32_v64_20260801.log	raw stdout/stderr log omitted from slim git archive
041127f0c448fac2d37ed51d7a7e30b5c8d927d749929d457b39200921021b7f	149899	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_gain_strict_src3_mid_c128_probe4_b32_r32_v64_20260801.log	raw stdout/stderr log omitted from slim git archive
8ae4d34c3afb2edc2548a431c148a4007c30277d022513b6150fe4275c8d1634	132806	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_highmass_late_transport_support_gain_c128_probe4_b32_r32_v64_1step_20260801.log	raw stdout/stderr log omitted from slim git archive
edcd2e64d9846a4047b95dfba6b3961e827e773acda165f7171a19ee2f326d9e	136944	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_highsupport_mid_transport_affinity_c128_probe4_b32_r32_v64_1step_20260801.log	raw stdout/stderr log omitted from slim git archive
1ec07d862e05368e410536752eaa65103af93219bc57e60cf5387fb874459c5a	139900	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_highsupport_mid_transport_affinity_c16_softgate_c128_probe4_b32_r32_v64_1step_20260801.log	raw stdout/stderr log omitted from slim git archive
0f1d28aad948801ee509b9bb1650fea582fdb5256714271ba15e2f53a81c06bf	126710	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_smoothed_transport_support_gain_masssrc_stategate_c128_probe8_b32_r32_v64_1step_20260801.log	raw stdout/stderr log omitted from slim git archive
c527b6cc522d36cdefc85fcb80375e14b4c5d1dd013431deb27c6b5be72fe3f9	130151	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_staged_transport_affinity_extraoverride_masssrc_stategate_c128_probe4xextra4_top2_b32_r32_v64_1step_20260801.log	raw stdout/stderr log omitted from slim git archive
9ca1ccfbe3b75f28b569ef341b743404b61dbb5ae0bf853ee6d66776bbe775cc	137033	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_staged_transport_affinity_masssrc_stategate_c128_probe4xextra4_top2_b32_r32_v64_1step_20260801.log	raw stdout/stderr log omitted from slim git archive
2f942a1c8401a6712d2e036488ecc47fa03c7f38d990198a7e7998ae0ca05ac1	130438	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_staged_transport_affinity_masssrc_stategate_c128_probe4xextra4_top2_fixedmerge_b32_r32_v64_1step_20260801.log	raw stdout/stderr log omitted from slim git archive
79876d313169df6ee96572823cd0f6e03261018542d618ea02443cf0975934c4	128295	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_transport_affinity_compatprop_c128_probe4_b32_r32_v64_1step_20260801.log	raw stdout/stderr log omitted from slim git archive
f6d11e328918f1d5758816a4a6035b7430cd9fe6be96a83f59dbda3f3163f68f	135073	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_transport_affinity_compatprop_relaxed_c128_probe4_b32_r32_v64_1step_20260801.log	raw stdout/stderr log omitted from slim git archive
654c1b4aef66c1893fdb4f84407df9ed2722275ec6acad7903b2331a547fbbbb	9057	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_transport_affinity_longctx_c128_probe4_b32_r32_v64_1step_20260801.log	raw stdout/stderr log omitted from slim git archive
740b6a8fc986ecfb6813a3b2d067b1ef6219f7ab341b52eb3a8a7acc4d6a2586	134851	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_transport_affinity_longctx_c128_probe4_b32_r32_v64_1step_20260801_rerun1.log	raw stdout/stderr log omitted from slim git archive
1f3eff1b33de04f4e19c68ad2a5a3d8a54b3ed6b3c59f626db5c544335b743b8	132733	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_transport_affinity_masssrc_stategate_c128_probe4_b32_r32_v64_1step_20260801.log	raw stdout/stderr log omitted from slim git archive
ef58cdd9e62cf1c4261d30bd60758fd6796209b5dc5d27c4d4e6f2eb62244a80	131319	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_transport_affinity_masssrc_stategate_c128_probe4_b32_r32_v64_c16_1step_20260801.log	raw stdout/stderr log omitted from slim git archive
dfec0f5b4cd66adcac9d7bbb264308b3a606a96532ea9eec2b8a8eda743b9d84	141667	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_transport_affinity_mid_c128_probe4_long_b32_r32_v64_2step_20260801.log	raw stdout/stderr log omitted from slim git archive
41ac54223c3501b4d182baa1dda702f0e11ac4aa33cb7e303a98b1e212ea6f9f	129261	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_transport_affinity_stategate_c128_probe4_b32_r32_v64_1step_20260801.log	raw stdout/stderr log omitted from slim git archive
76ef76213e99d0d2e32a8fde734f4cb79f0089f07e91bb9474e2fb45076243d4	128772	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_transport_affinity_supportprop_c128_probe4_b32_r32_v64_1step_20260801.log	raw stdout/stderr log omitted from slim git archive
7685cf8bb4b5228a357f71dce9bb4cbc6cafaa092088661ac3f8d69d8bd1c33f	135147	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_transport_support_gain_gate_c128_probe4_b32_r32_v64_1step_20260801.log	raw stdout/stderr log omitted from slim git archive
bc08f40f58e4a35f9829d3c83d63befacc6ebde4048e2fa31e7cae7a7ef81311	172073	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_future_support_tv_src3_mid_c128_probe4_b32_r32_v64_20260801.log	raw stdout/stderr log omitted from slim git archive
547a2b7314235d9c5f9b7902ede61425a2bb03034d094deb9bc602952790cefb	357368	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_futuregain_fullcand_mid_c128_probe1536x4_b32_r32_v64_20step_20260801.log	raw stdout/stderr log omitted from slim git archive
55545c201adcbd9f46d2b5caf19837a21da0c24014bb32cac1f340d1e9b1474f	27793285	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_futuregain_fullcand_mid_c128_probe1536x4_b32_r32_v64_20step_20260801_rerun1.log	raw stdout/stderr log omitted from slim git archive
880626074bd34ca18ba4ee17c0c6d1306db0ddd94094040f2b87020d231138fe	166272	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_futuregain_fullcand_mid_c128_probe1536x4_b32_r32_v64_3step_20260801.log	raw stdout/stderr log omitted from slim git archive
509379c7967097d69539ee77068a7d2abfc387ad956fd5d11b490c1009bd4693	290004	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_futuregain_posteriormatch_highmassanchors_v12_mid_c128_probe1536x4_b32_r32_v64_20step_20260802.log	raw stdout/stderr log omitted from slim git archive
ec9950b420c089aca551177bd74e4a8d11755d0030ac5b48eab53dc85a9d0ef7	188095	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_futuregain_posteriormatch_highmassanchors_v12_mid_c128_probe1536x4_b32_r32_v64_3step_20260802.log	raw stdout/stderr log omitted from slim git archive
ab4aa1584fdf3670b0385ac278237a04ec7fc5dd0d17e86f081d52372a03ef9d	183330	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_futuregain_posteriormatch_softkeep_fullsupport_mid_c128_probe1536x4_b32_r32_v64_3step_20260802.log	raw stdout/stderr log omitted from slim git archive
9c02253ae23f90688f81bf41c41cb0e55afc96004ed8d48b0ab41eae37d9ff52	181012	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_futuregain_posteriormatch_supportmixed_softkeep_mid_c128_probe1536x4_b32_r32_v64_3step_20260802.log	raw stdout/stderr log omitted from slim git archive
7a49c83b9b44bf35762f7178f902c66f622ef69b201126af58319b13dbf34818	177860	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_futuregain_posteriormatch_v2_highsupport_softgate_mid_c128_probe1536x4_b32_r32_v64_3step_20260802.log	raw stdout/stderr log omitted from slim git archive
27527367d0055a34caa7feea930dc4394c3e496a4eed7a76478a1e572aef5180	186604	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_futuregain_posteriormatch_v3_highsupport_relaxedgate_mid_c128_probe1536x4_b32_r32_v64_3step_20260802.log	raw stdout/stderr log omitted from slim git archive
ef6abf150395477357bde355d99d4aedc9fa17949fc3fe84a599ac3e05ea1f73	184961	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_futuregain_posteriormatch_v4_highsupport_spp2_mid_c128_probe1536x4_b32_r32_v64_3step_20260802.log	raw stdout/stderr log omitted from slim git archive
fc9f6af0f4a71459661491815826ec5a705a8fec8643a72e75228d8af71fc24a	207093	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_futuregain_postvalue_staged_softkeep_fullsupport_mid_c128_b32_r32_v64_3step_20260802.log	raw stdout/stderr log omitted from slim git archive
496e71ab65596c46f8271a66ee80c876fa8aa5cdfabd6b76901a7341d9bd1c60	173153	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_futuregain_smoothed_transport_mid_c128_probe1024x4_b32_r32_v64_3step_20260801.log	raw stdout/stderr log omitted from slim git archive
4355f793a2cf001dae338b49ce3661cded7b2051528cb9545c494b0753f1f327	187166	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_futuregain_smoothed_transport_support5_mid_c128_probe1024x4_b32_r32_v64_3step_20260801.log	raw stdout/stderr log omitted from slim git archive
cd3e9e12af15cc0b05aac4d59b0ff07c0b367834c4be9ea07302976ad6c851ee	131881	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_futuregain_staged_fullsupport_mid_c128_probe512x2_extra1536x6_b32_r32_v64_3step_20260801.log	raw stdout/stderr log omitted from slim git archive
ce2ccef0543200e719432463beb5637a8539c81e911ea8e1d824588728737444	184401	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_futuregain_staged_fullsupport_mid_c128_probe512x2_extra1536x6_b32_r32_v64_3step_20260801_rerun1.log	raw stdout/stderr log omitted from slim git archive
7e8e4c981f8e039bd620b9e2cd06f443494f550d83facc29448d6d6b80f8046a	187194	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_futuregain_supportdist_alignedanchors_v10_mid_c128_probe1536x4_b32_r32_v64_3step_20260802.log	raw stdout/stderr log omitted from slim git archive
6862a34f4dd9a1b06e0a63a21eb70477bebff101bd3ca156ee9baebd097c2ef2	179926	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_futuregain_supportdist_highmassanchors_v11_mid_c128_probe1536x4_b32_r32_v64_3step_20260802.log	raw stdout/stderr log omitted from slim git archive
a5aa8b233537afb4eb4dd2e0d702d16df1946728f3acc86b8aff4a95a350d745	169253	TTRL/important_experiment_logs/ttrl_chunk_state_powerflow_futuregain_supportdist_mid_c128_probe1536x4_b32_r32_v64_3step_20260802.log	raw stdout/stderr log omitted from slim git archive
